api_id,status,hitool_symbol,test_evidence,notes
cn.hutool.core.codec::BCD#,idiomatic,"hitool_core::{bcd_encode,bcd_decode,bcd_encode_ascii_prefix}",crates/hitool-core/src/radix_codec.rs::text_stream_file_and_bcd_overloads_are_bounded_and_reversible,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
cn.hutool.system::OsInfo::isWindows98#boolean (),idiomatic,hitool_system::OsInfo,crates/hitool-system/src/compat.rs::os_predicates_cover_every_hutool_family_and_version,Deterministic OS family/version predicates preserve Hutool behavior while native separators come from the Rust target.
cn.hutool.system::OsInfo::isWindowsME#boolean (),idiomatic,hitool_system::OsInfo,crates/hitool-system/src/compat.rs::os_predicates_cover_every_hutool_family_and_version,Deterministic OS family/version predicates preserve Hutool behavior while native separators come from the Rust target.
cn.hutool.system::OsInfo::isWindowsNT#boolean (),idiomatic,hitool_system::OsInfo,crates/hitool-system/src/compat.rs::os_predicates_cover_every_hutool_family_and_version,Deterministic OS family/version predicates preserve Hutool behavior while native separators come from the Rust target.
cn.hutool.system::OsInfo::isWindowsXP#boolean (),idiomatic,hitool_system::OsInfo,crates/hitool-system/src/compat.rs::os_predicates_cover_every_hutool_family_and_version,Deterministic OS family/version predicates preserve Hutool behavior while native separators come from the Rust target.
cn.hutool.system::OsInfo::isWindows7#boolean (),idiomatic,hitool_system::OsInfo,crates/hitool-system/src/compat.rs::os_predicates_cover_every_hutool_family_and_version,Deterministic OS family/version predicates preserve Hutool behavior while native separators come from the Rust target.
cn.hutool.system::OsInfo::isWindows8#boolean (),idiomatic,hitool_system::OsInfo,crates/hitool-system/src/compat.rs::os_predicates_cover_every_hutool_family_and_version,Deterministic OS family/version predicates preserve Hutool behavior while native separators come from the Rust target.
cn.hutool.system::OsInfo::isWindows8_1#boolean (),idiomatic,hitool_system::OsInfo,crates/hitool-system/src/compat.rs::os_predicates_cover_every_hutool_family_and_version,Deterministic OS family/version predicates preserve Hutool behavior while native separators come from the Rust target.
cn.hutool.system::OsInfo::isWindows10#boolean (),idiomatic,hitool_system::OsInfo,crates/hitool-system/src/compat.rs::os_predicates_cover_every_hutool_family_and_version,Deterministic OS family/version predicates preserve Hutool behavior while native separators come from the Rust target.
cn.hutool.system::OsInfo::isWindows11#boolean (),idiomatic,hitool_system::OsInfo,crates/hitool-system/src/compat.rs::os_predicates_cover_every_hutool_family_and_version,Deterministic OS family/version predicates preserve Hutool behavior while native separators come from the Rust target.
cn.hutool.system::OsInfo::getFileSeparator#String (),idiomatic,hitool_system::OsInfo,crates/hitool-system/src/compat.rs::os_predicates_cover_every_hutool_family_and_version,Deterministic OS family/version predicates preserve Hutool behavior while native separators come from the Rust target.
cn.hutool.system::OsInfo::getLineSeparator#String (),idiomatic,hitool_system::OsInfo,crates/hitool-system/src/compat.rs::os_predicates_cover_every_hutool_family_and_version,Deterministic OS family/version predicates preserve Hutool behavior while native separators come from the Rust target.
cn.hutool.system::OsInfo::getPathSeparator#String (),idiomatic,hitool_system::OsInfo,crates/hitool-system/src/compat.rs::os_predicates_cover_every_hutool_family_and_version,Deterministic OS family/version predicates preserve Hutool behavior while native separators come from the Rust target.
cn.hutool.system::OsInfo::toString#String (),idiomatic,hitool_system::OsInfo,crates/hitool-system/src/compat.rs::os_predicates_cover_every_hutool_family_and_version,Deterministic OS family/version predicates preserve Hutool behavior while native separators come from the Rust target.
cn.hutool.system::RuntimeInfo#,idiomatic,hitool_system::RuntimeInfo,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,"Portable host, runtime, user, locale, path, and system-property capabilities use owned Rust snapshots and typed I/O."
cn.hutool.system::RuntimeInfo::getRuntime#Runtime (),idiomatic,hitool_system::RuntimeInfo,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,"Portable host, runtime, user, locale, path, and system-property capabilities use owned Rust snapshots and typed I/O."
cn.hutool.system::RuntimeInfo::getMaxMemory#long (),idiomatic,hitool_system::RuntimeInfo,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,"Portable host, runtime, user, locale, path, and system-property capabilities use owned Rust snapshots and typed I/O."
cn.hutool.system::RuntimeInfo::getTotalMemory#long (),idiomatic,hitool_system::RuntimeInfo,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,"Portable host, runtime, user, locale, path, and system-property capabilities use owned Rust snapshots and typed I/O."
cn.hutool.system::RuntimeInfo::getFreeMemory#long (),idiomatic,hitool_system::RuntimeInfo,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,"Portable host, runtime, user, locale, path, and system-property capabilities use owned Rust snapshots and typed I/O."
cn.hutool.system::RuntimeInfo::getUsableMemory#long (),idiomatic,hitool_system::RuntimeInfo,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,"Portable host, runtime, user, locale, path, and system-property capabilities use owned Rust snapshots and typed I/O."
cn.hutool.system::RuntimeInfo::toString#String (),idiomatic,hitool_system::RuntimeInfo,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,"Portable host, runtime, user, locale, path, and system-property capabilities use owned Rust snapshots and typed I/O."
cn.hutool.system::SystemPropsKeys#,idiomatic,hitool_system::SystemPropsKeys,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,"Portable host, runtime, user, locale, path, and system-property capabilities use owned Rust snapshots and typed I/O."
cn.hutool.system::SystemUtil#,idiomatic,hitool_system::SystemUtil,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,"JVM MXBeans map to native process, memory, OS, compilation, and thread-capacity snapshots; managed heap pools, managers, and collectors are explicitly empty in native Rust."
cn.hutool.system::SystemUtil::getCurrentPID#long (),idiomatic,hitool_system::SystemUtil,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,"JVM MXBeans map to native process, memory, OS, compilation, and thread-capacity snapshots; managed heap pools, managers, and collectors are explicitly empty in native Rust."
cn.hutool.system::SystemUtil::getClassLoadingMXBean#ClassLoadingMXBean (),idiomatic,hitool_system::SystemUtil,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,"JVM MXBeans map to native process, memory, OS, compilation, and thread-capacity snapshots; managed heap pools, managers, and collectors are explicitly empty in native Rust."
cn.hutool.system::SystemUtil::getMemoryMXBean#MemoryMXBean (),idiomatic,hitool_system::SystemUtil,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,"JVM MXBeans map to native process, memory, OS, compilation, and thread-capacity snapshots; managed heap pools, managers, and collectors are explicitly empty in native Rust."
cn.hutool.system::SystemUtil::getThreadMXBean#ThreadMXBean (),idiomatic,hitool_system::SystemUtil,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,"JVM MXBeans map to native process, memory, OS, compilation, and thread-capacity snapshots; managed heap pools, managers, and collectors are explicitly empty in native Rust."
cn.hutool.system::SystemUtil::getRuntimeMXBean#RuntimeMXBean (),idiomatic,hitool_system::SystemUtil,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,"JVM MXBeans map to native process, memory, OS, compilation, and thread-capacity snapshots; managed heap pools, managers, and collectors are explicitly empty in native Rust."
cn.hutool.system::SystemUtil::getCompilationMXBean#CompilationMXBean (),idiomatic,hitool_system::SystemUtil,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,"JVM MXBeans map to native process, memory, OS, compilation, and thread-capacity snapshots; managed heap pools, managers, and collectors are explicitly empty in native Rust."
cn.hutool.system::SystemUtil::getOperatingSystemMXBean#OperatingSystemMXBean (),idiomatic,hitool_system::SystemUtil,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,"JVM MXBeans map to native process, memory, OS, compilation, and thread-capacity snapshots; managed heap pools, managers, and collectors are explicitly empty in native Rust."
cn.hutool.system::SystemUtil::getMemoryPoolMXBeans#List<MemoryPoolMXBean> (),idiomatic,hitool_system::SystemUtil,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,"JVM MXBeans map to native process, memory, OS, compilation, and thread-capacity snapshots; managed heap pools, managers, and collectors are explicitly empty in native Rust."
cn.hutool.system::SystemUtil::getMemoryManagerMXBeans#List<MemoryManagerMXBean> (),idiomatic,hitool_system::SystemUtil,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,"JVM MXBeans map to native process, memory, OS, compilation, and thread-capacity snapshots; managed heap pools, managers, and collectors are explicitly empty in native Rust."
cn.hutool.system::SystemUtil::getGarbageCollectorMXBeans#List<GarbageCollectorMXBean> (),idiomatic,hitool_system::SystemUtil,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,"JVM MXBeans map to native process, memory, OS, compilation, and thread-capacity snapshots; managed heap pools, managers, and collectors are explicitly empty in native Rust."
cn.hutool.system::SystemUtil::getJvmSpecInfo#JvmSpecInfo (),idiomatic,hitool_system::SystemUtil,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,"JVM MXBeans map to native process, memory, OS, compilation, and thread-capacity snapshots; managed heap pools, managers, and collectors are explicitly empty in native Rust."
cn.hutool.system::SystemUtil::getJvmInfo#JvmInfo (),idiomatic,hitool_system::SystemUtil,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,"JVM MXBeans map to native process, memory, OS, compilation, and thread-capacity snapshots; managed heap pools, managers, and collectors are explicitly empty in native Rust."
cn.hutool.system::SystemUtil::getJavaSpecInfo#JavaSpecInfo (),idiomatic,hitool_system::SystemUtil,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,"JVM MXBeans map to native process, memory, OS, compilation, and thread-capacity snapshots; managed heap pools, managers, and collectors are explicitly empty in native Rust."
cn.hutool.system::SystemUtil::getJavaInfo#JavaInfo (),idiomatic,hitool_system::SystemUtil,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,"JVM MXBeans map to native process, memory, OS, compilation, and thread-capacity snapshots; managed heap pools, managers, and collectors are explicitly empty in native Rust."
cn.hutool.system::SystemUtil::getJavaRuntimeInfo#JavaRuntimeInfo (),idiomatic,hitool_system::SystemUtil,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,"JVM MXBeans map to native process, memory, OS, compilation, and thread-capacity snapshots; managed heap pools, managers, and collectors are explicitly empty in native Rust."
cn.hutool.system::SystemUtil::getOsInfo#OsInfo (),idiomatic,hitool_system::SystemUtil,crates/hitool-system/src/compat.rs::live_property_runtime_and_management_facades_are_consistent,"JVM MXBeans map to native process, memory, OS, compilation, and thread-capacity snapshots; managed heap pools, managers, and collectors are explicitly empty in native Rust."
